text,features,materials,style
"With its use of glass, mosaic, plaster and distinctive stained glass, the design stands out. This structure exemplifies the Romanesque architectural style. It is primarily built using glass, mosaic and plaster. The building showcases stained glass, vaults, columns and towers.",stained glass;vaults;columns;towers,glass;mosaic;plaster,Romanesque
"This structure exemplifies the Islamic architectural style. The building showcases balconies, roofs and domes.",balconies;roofs;domes,glass;marble;plaster,Islamic
"The building showcases stained glass, columns and arches. It is primarily built using wood, tile and glass. This structure exemplifies the Medieval architectural style.",stained glass;columns;arches,wood;tile;glass,Medieval
"The building showcases stained glass, buttresses, balconies and domes. With its use of plaster, concrete and distinctive stained glass, the design stands out. This structure exemplifies the Modernist architectural style.",stained glass;buttresses;balconies;domes,plaster;concrete,Modernist
"With its use of concrete, wood and distinctive minarets, the design stands out. This structure exemplifies the Islamic architectural style. The building showcases minarets, towers, stained glass and roofs. It is primarily built using concrete and wood.",minarets;towers;stained glass;roofs,concrete;wood,Islamic
"The building showcases domes, vaults and buttresses. With its use of brick, concrete, marble and distinctive domes, the design stands out.",domes;vaults;buttresses,brick;concrete;marble,Neoclassical
"With its use of wood, glass and distinctive buttresses, the design stands out. The building showcases buttresses and domes. This structure exemplifies the Gothic architectural style.",buttresses;domes,wood;glass,Gothic
"It is primarily built using brick, tile and mosaic. This structure exemplifies the Romanesque architectural style. With its use of brick, tile, mosaic and distinctive towers, the design stands out. The building showcases towers and domes.",towers;domes,brick;tile;mosaic,Romanesque
"With its use of tile, concrete and distinctive roofs, the design stands out. The building showcases roofs, balconies and domes.",roofs;balconies;domes,tile;concrete,Medieval
"With its use of marble, glass and distinctive towers, the design stands out. This structure exemplifies the Renaissance architectural style. It is primarily built using marble and glass. The building showcases towers and stained glass.",towers;stained glass,marble;glass,Renaissance
"It is primarily built using tile, marble and mosaic. This structure exemplifies the Byzantine architectural style.",minarets;vaults;domes;stained glass,tile;marble;mosaic,Byzantine
"With its use of marble, tile and distinctive roofs, the design stands out. This structure exemplifies the Baroque architectural style. The building showcases roofs, balconies, columns and arches.",roofs;balconies;columns;arches,marble;tile,Baroque
"With its use of marble, plaster, stone and distinctive towers, the design stands out. The building showcases towers, columns, arches and balconies. It is primarily built using marble, plaster and stone. This structure exemplifies the Romanesque architectural style.",towers;columns;arches;balconies,marble;plaster;stone,Romanesque
It is primarily built using plaster and marble. This structure exemplifies the Neoclassical architectural style.,roofs;buttresses;arches;columns,plaster;marble,Neoclassical
"This structure exemplifies the Medieval architectural style. With its use of concrete, mosaic and distinctive domes, the design stands out. The building showcases domes, towers and vaults.",domes;towers;vaults,concrete;mosaic,Medieval
"The building showcases towers and buttresses. With its use of brick, tile, mosaic and distinctive towers, the design stands out. It is primarily built using brick, tile and mosaic.",towers;buttresses,brick;tile;mosaic,Romanesque
"The building showcases arches and roofs. With its use of plaster, marble and distinctive arches, the design stands out.",arches;roofs,plaster;marble,Islamic
"The building showcases arches, roofs and buttresses. It is primarily built using marble and plaster.",arches;roofs;buttresses,marble;plaster,Baroque
"The building showcases roofs, buttresses, arches and balconies. With its use of concrete, wood and distinctive roofs, the design stands out.",roofs;buttresses;arches;balconies,concrete;wood,Baroque
"It is primarily built using marble and tile. The building showcases buttresses, arches and minarets. With its use of marble, tile and distinctive buttresses, the design stands out. This structure exemplifies the Islamic architectural style.",buttresses;arches;minarets,marble;tile,Islamic
The building showcases columns and arches. It is primarily built using glass and mosaic.,columns;arches,glass;mosaic,Renaissance
"With its use of brick, marble and distinctive vaults, the design stands out. The building showcases vaults, buttresses and domes.",vaults;buttresses;domes,brick;marble,Byzantine
"This structure exemplifies the Baroque architectural style. The building showcases minarets, domes and balconies. It is primarily built using mosaic and tile. With its use of mosaic, tile and distinctive minarets, the design stands out.",minarets;domes;balconies,mosaic;tile,Baroque
"It is primarily built using stone and brick. This structure exemplifies the Gothic architectural style. The building showcases columns and domes. With its use of stone, brick and distinctive columns, the design stands out.",columns;domes,stone;brick,Gothic
"This structure exemplifies the Romanesque architectural style. With its use of wood, tile, glass and distinctive columns, the design stands out. It is primarily built using wood, tile and glass.",columns;balconies,wood;tile;glass,Romanesque
